step,split,episode_id,branch_idx,branch_date,outcome,test_episode_id
22,train,35,6242,2018-02-12,mixed,40
22,train,36,6277,2018-04-04,mixed,40
22,train,37,6424,2018-10-31,relapse,40
22,train,38,6467,2019-01-04,recovery,40
22,train,39,6774,2020-03-25,mixed,40
22,test,40,6833,2020-06-18,recovery,40
23,train,1,996,1997-04-07,recovery,41
23,train,2,1335,1998-08-11,relapse,41
23,train,3,1378,1998-10-12,recovery,41
23,train,4,1636,1999-10-20,recovery,41
23,train,5,1763,2000-04-24,mixed,41
23,train,6,1889,2000-10-20,mixed,41
23,train,7,1909,2000-11-17,relapse,41
23,train,8,1936,2000-12-28,mixed,41
23,train,9,1981,2001-03-06,relapse,41
23,train,10,2006,2001-04-10,recovery,41
23,train,11,2119,2001-09-26,recovery,41
23,train,12,2309,2002-06-28,relapse,41
23,train,13,2331,2002-07-31,mixed,41
23,train,14,2359,2002-09-10,relapse,41
23,train,15,2383,2002-10-14,mixed,41
23,train,16,2427,2002-12-16,relapse,41
23,train,17,2458,2003-01-31,relapse,41
23,train,18,3602,2007-08-17,recovery,41
23,train,19,3712,2008-01-25,mixed,41
23,train,20,3836,2008-07-23,relapse,41
23,train,21,3880,2008-09-24,relapse,41
23,train,22,3900,2008-10-22,mixed,41
23,train,23,3926,2008-11-28,mixed,41
23,train,24,3947,2008-12-30,relapse,41
23,train,25,3999,2009-03-17,recovery,41
23,train,26,4228,2010-02-11,recovery,41
23,train,27,4301,2010-05-27,mixed,41
23,train,28,4328,2010-07-07,mixed,41
23,train,29,4608,2011-08-15,mixed,41
23,train,30,4628,2011-09-13,recovery,41
23,train,31,4648,2011-10-11,mixed,41
23,train,32,4682,2011-11-29,recovery,41
23,train,33,5625,2015-08-31,mixed,41
23,train,34,5725,2016-01-25,recovery,41
23,train,35,6242,2018-02-12,mixed,41
23,train,36,6277,2018-04-04,mixed,41
23,train,37,6424,2018-10-31,relapse,41
23,train,38,6467,2019-01-04,recovery,41
23,train,39,6774,2020-03-25,mixed,41
23,train,40,6833,2020-06-18,recovery,41
23,test,41,6896,2020-09-17,recovery,41
24,train,1,996,1997-04-07,recovery,42
24,train,2,1335,1998-08-11,relapse,42
24,train,3,1378,1998-10-12,recovery,42
24,train,4,1636,1999-10-20,recovery,42
24,train,5,1763,2000-04-24,mixed,42
24,train,6,1889,2000-10-20,mixed,42
24,train,7,1909,2000-11-17,relapse,42
24,train,8,1936,2000-12-28,mixed,42
24,train,9,1981,2001-03-06,relapse,42
24,train,10,2006,2001-04-10,recovery,42
24,train,11,2119,2001-09-26,recovery,42
24,train,12,2309,2002-06-28,relapse,42
24,train,13,2331,2002-07-31,mixed,42
24,train,14,2359,2002-09-10,relapse,42
24,train,15,2383,2002-10-14,mixed,42
24,train,16,2427,2002-12-16,relapse,42
24,train,17,2458,2003-01-31,relapse,42
24,train,18,3602,2007-08-17,recovery,42
24,train,19,3712,2008-01-25,mixed,42
24,train,20,3836,2008-07-23,relapse,42
24,train,21,3880,2008-09-24,relapse,42
24,train,22,3900,2008-10-22,mixed,42
24,train,23,3926,2008-11-28,mixed,42
24,train,24,3947,2008-12-30,relapse,42
24,train,25,3999,2009-03-17,recovery,42
24,train,26,4228,2010-02-11,recovery,42
24,train,27,4301,2010-05-27,mixed,42
24,train,28,4328,2010-07-07,mixed,42
24,train,29,4608,2011-08-15,mixed,42
24,train,30,4628,2011-09-13,recovery,42
24,train,31,4648,2011-10-11,mixed,42
24,train,32,4682,2011-11-29,recovery,42
24,train,33,5625,2015-08-31,mixed,42
24,train,34,5725,2016-01-25,recovery,42
24,train,35,6242,2018-02-12,mixed,42
24,train,36,6277,2018-04-04,mixed,42
24,train,37,6424,2018-10-31,relapse,42
24,train,38,6467,2019-01-04,recovery,42
24,train,39,6774,2020-03-25,mixed,42
24,train,40,6833,2020-06-18,recovery,42
24,train,41,6896,2020-09-17,recovery,42
24,test,42,7263,2022-03-03,mixed,42
25,train,1,996,1997-04-07,recovery,43
25,train,2,1335,1998-08-11,relapse,43
25,train,3,1378,1998-10-12,recovery,43
25,train,4,1636,1999-10-20,recovery,43
25,train,5,1763,2000-04-24,mixed,43
25,train,6,1889,2000-10-20,mixed,43
25,train,7,1909,2000-11-17,relapse,43
25,train,8,1936,2000-12-28,mixed,43
25,train,9,1981,2001-03-06,relapse,43
25,train,10,2006,2001-04-10,recovery,43
25,train,11,2119,2001-09-26,recovery,43
25,train,12,2309,2002-06-28,relapse,43
25,train,13,2331,2002-07-31,mixed,43
25,train,14,2359,2002-09-10,relapse,43
25,train,15,2383,2002-10-14,mixed,43
25,train,16,2427,2002-12-16,relapse,43
25,train,17,2458,2003-01-31,relapse,43
25,train,18,3602,2007-08-17,recovery,43
25,train,19,3712,2008-01-25,mixed,43
25,train,20,3836,2008-07-23,relapse,43
25,train,21,3880,2008-09-24,relapse,43
25,train,22,3900,2008-10-22,mixed,43
25,train,23,3926,2008-11-28,mixed,43
25,train,24,3947,2008-12-30,relapse,43
25,train,25,3999,2009-03-17,recovery,43
25,train,26,4228,2010-02-11,recovery,43
25,train,27,4301,2010-05-27,mixed,43
25,train,28,4328,2010-07-07,mixed,43
25,train,29,4608,2011-08-15,mixed,43
25,train,30,4628,2011-09-13,recovery,43
25,train,31,4648,2011-10-11,mixed,43
25,train,32,4682,2011-11-29,recovery,43
25,train,33,5625,2015-08-31,mixed,43
25,train,34,5725,2016-01-25,recovery,43
25,train,35,6242,2018-02-12,mixed,43
25,train,36,6277,2018-04-04,mixed,43
25,train,37,6424,2018-10-31,relapse,43
25,train,38,6467,2019-01-04,recovery,43
25,train,39,6774,2020-03-25,mixed,43
25,train,40,6833,2020-06-18,recovery,43
25,train,41,6896,2020-09-17,recovery,43
25,train,42,7263,2022-03-03,mixed,43
25,test,43,7308,2022-05-06,relapse,43
26,train,1,996,1997-04-07,recovery,44
26,train,2,1335,1998-08-11,relapse,44
26,train,3,1378,1998-10-12,recovery,44
26,train,4,1636,1999-10-20,recovery,44
26,train,5,1763,2000-04-24,mixed,44
26,train,6,1889,2000-10-20,mixed,44
26,train,7,1909,2000-11-17,relapse,44
26,train,8,1936,2000-12-28,mixed,44
26,train,9,1981,2001-03-06,relapse,44
26,train,10,2006,2001-04-10,recovery,44
26,train,11,2119,2001-09-26,recovery,44
26,train,12,2309,2002-06-28,relapse,44
26,train,13,2331,2002-07-31,mixed,44
26,train,14,2359,2002-09-10,relapse,44
26,train,15,2383,2002-10-14,mixed,44
26,train,16,2427,2002-12-16,relapse,44
26,train,17,2458,2003-01-31,relapse,44
26,train,18,3602,2007-08-17,recovery,44
26,train,19,3712,2008-01-25,mixed,44
26,train,20,3836,2008-07-23,relapse,44
26,train,21,3880,2008-09-24,relapse,44
26,train,22,3900,2008-10-22,mixed,44
26,train,23,3926,2008-11-28,mixed,44
26,train,24,3947,2008-12-30,relapse,44
26,train,25,3999,2009-03-17,recovery,44
26,train,26,4228,2010-02-11,recovery,44
26,train,27,4301,2010-05-27,mixed,44
26,train,28,4328,2010-07-07,mixed,44
26,train,29,4608,2011-08-15,mixed,44
26,train,30,4628,2011-09-13,recovery,44
26,train,31,4648,2011-10-11,mixed,44
26,train,32,4682,2011-11-29,recovery,44
26,train,33,5625,2015-08-31,mixed,44
26,train,34,5725,2016-01-25,recovery,44
26,train,35,6242,2018-02-12,mixed,44
26,train,36,6277,2018-04-04,mixed,44
26,train,37,6424,2018-10-31,relapse,44
26,train,38,6467,2019-01-04,recovery,44
26,train,39,6774,2020-03-25,mixed,44
26,train,40,6833,2020-06-18,recovery,44
26,train,41,6896,2020-09-17,recovery,44
26,train,42,7263,2022-03-03,mixed,44
26,test,44,7338,2022-06-21,recovery,44
27,train,1,996,1997-04-07,recovery,45
27,train,2,1335,1998-08-11,relapse,45
27,train,3,1378,1998-10-12,recovery,45
27,train,4,1636,1999-10-20,recovery,45
27,train,5,1763,2000-04-24,mixed,45
27,train,6,1889,2000-10-20,mixed,45
27,train,7,1909,2000-11-17,relapse,45
27,train,8,1936,2000-12-28,mixed,45
27,train,9,1981,2001-03-06,relapse,45
27,train,10,2006,2001-04-10,recovery,45
27,train,11,2119,2001-09-26,recovery,45
27,train,12,2309,2002-06-28,relapse,45
27,train,13,2331,2002-07-31,mixed,45
27,train,14,2359,2002-09-10,relapse,45
27,train,15,2383,2002-10-14,mixed,45
27,train,16,2427,2002-12-16,relapse,45
27,train,17,2458,2003-01-31,relapse,45
27,train,18,3602,2007-08-17,recovery,45
27,train,19,3712,2008-01-25,mixed,45
27,train,20,3836,2008-07-23,relapse,45
27,train,21,3880,2008-09-24,relapse,45
27,train,22,3900,2008-10-22,mixed,45
27,train,23,3926,2008-11-28,mixed,45
27,train,24,3947,2008-12-30,relapse,45
27,train,25,3999,2009-03-17,recovery,45
27,train,26,4228,2010-02-11,recovery,45
27,train,27,4301,2010-05-27,mixed,45
27,train,28,4328,2010-07-07,mixed,45
27,train,29,4608,2011-08-15,mixed,45
27,train,30,4628,2011-09-13,recovery,45
27,train,31,4648,2011-10-11,mixed,45
27,train,32,4682,2011-11-29,recovery,45
27,train,33,5625,2015-08-31,mixed,45
27,train,34,5725,2016-01-25,recovery,45
27,train,35,6242,2018-02-12,mixed,45
27,train,36,6277,2018-04-04,mixed,45
27,train,37,6424,2018-10-31,relapse,45
27,train,38,6467,2019-01-04,recovery,45
27,train,39,6774,2020-03-25,mixed,45
27,train,40,6833,2020-06-18,recovery,45
27,train,41,6896,2020-09-17,recovery,45
27,train,42,7263,2022-03-03,mixed,45
27,train,43,7308,2022-05-06,relapse,45
27,train,44,7338,2022-06-21,recovery,45
27,test,45,7392,2022-09-07,relapse,45
28,train,1,996,1997-04-07,recovery,46
28,train,2,1335,1998-08-11,relapse,46
28,train,3,1378,1998-10-12,recovery,46
28,train,4,1636,1999-10-20,recovery,46
28,train,5,1763,2000-04-24,mixed,46
28,train,6,1889,2000-10-20,mixed,46
28,train,7,1909,2000-11-17,relapse,46
28,train,8,1936,2000-12-28,mixed,46
28,train,9,1981,2001-03-06,relapse,46
28,train,10,2006,2001-04-10,recovery,46
28,train,11,2119,2001-09-26,recovery,46
28,train,12,2309,2002-06-28,relapse,46
28,train,13,2331,2002-07-31,mixed,46
28,train,14,2359,2002-09-10,relapse,46
28,train,15,2383,2002-10-14,mixed,46
28,train,16,2427,2002-12-16,relapse,46
28,train,17,2458,2003-01-31,relapse,46
28,train,18,3602,2007-08-17,recovery,46
28,train,19,3712,2008-01-25,mixed,46
28,train,20,3836,2008-07-23,relapse,46
28,train,21,3880,2008-09-24,relapse,46
28,train,22,3900,2008-10-22,mixed,46
28,train,23,3926,2008-11-28,mixed,46
28,train,24,3947,2008-12-30,relapse,46
28,train,25,3999,2009-03-17,recovery,46
28,train,26,4228,2010-02-11,recovery,46
28,train,27,4301,2010-05-27,mixed,46
28,train,28,4328,2010-07-07,mixed,46
28,train,29,4608,2011-08-15,mixed,46
28,train,30,4628,2011-09-13,recovery,46
28,train,31,4648,2011-10-11,mixed,46
28,train,32,4682,2011-11-29,recovery,46
28,train,33,5625,2015-08-31,mixed,46
28,train,34,5725,2016-01-25,recovery,46
28,train,35,6242,2018-02-12,mixed,46
28,train,36,6277,2018-04-04,mixed,46
28,train,37,6424,2018-10-31,relapse,46
28,train,38,6467,2019-01-04,recovery,46
28,train,39,6774,2020-03-25,mixed,46
28,train,40,6833,2020-06-18,recovery,46
28,train,41,6896,2020-09-17,recovery,46
28,train,42,7263,2022-03-03,mixed,46
28,train,43,7308,2022-05-06,relapse,46
28,train,44,7338,2022-06-21,recovery,46
28,test,46,7423,2022-10-20,mixed,46
29,train,1,996,1997-04-07,recovery,47
29,train,2,1335,1998-08-11,relapse,47
29,train,3,1378,1998-10-12,recovery,47
29,train,4,1636,1999-10-20,recovery,47
29,train,5,1763,2000-04-24,mixed,47
29,train,6,1889,2000-10-20,mixed,47
29,train,7,1909,2000-11-17,relapse,47
29,train,8,1936,2000-12-28,mixed,47
29,train,9,1981,2001-03-06,relapse,47
29,train,10,2006,2001-04-10,recovery,47
29,train,11,2119,2001-09-26,recovery,47
29,train,12,2309,2002-06-28,relapse,47
29,train,13,2331,2002-07-31,mixed,47
29,train,14,2359,2002-09-10,relapse,47
29,train,15,2383,2002-10-14,mixed,47
29,train,16,2427,2002-12-16,relapse,47
29,train,17,2458,2003-01-31,relapse,47
29,train,18,3602,2007-08-17,recovery,47
29,train,19,3712,2008-01-25,mixed,47
29,train,20,3836,2008-07-23,relapse,47
29,train,21,3880,2008-09-24,relapse,47
29,train,22,3900,2008-10-22,mixed,47
29,train,23,3926,2008-11-28,mixed,47
29,train,24,3947,2008-12-30,relapse,47
29,train,25,3999,2009-03-17,recovery,47
29,train,26,4228,2010-02-11,recovery,47
29,train,27,4301,2010-05-27,mixed,47
29,train,28,4328,2010-07-07,mixed,47
29,train,29,4608,2011-08-15,mixed,47
29,train,30,4628,2011-09-13,recovery,47
29,train,31,4648,2011-10-11,mixed,47
29,train,32,4682,2011-11-29,recovery,47
29,train,33,5625,2015-08-31,mixed,47
29,train,34,5725,2016-01-25,recovery,47
29,train,35,6242,2018-02-12,mixed,47
29,train,36,6277,2018-04-04,mixed,47
29,train,37,6424,2018-10-31,relapse,47
29,train,38,6467,2019-01-04,recovery,47
29,train,39,6774,2020-03-25,mixed,47
29,train,40,6833,2020-06-18,recovery,47
29,train,41,6896,2020-09-17,recovery,47
29,train,42,7263,2022-03-03,mixed,47
29,train,43,7308,2022-05-06,relapse,47
29,train,44,7338,2022-06-21,recovery,47
29,train,45,7392,2022-09-07,relapse,47
29,train,46,7423,2022-10-20,mixed,47
29,test,47,7468,2022-12-23,recovery,47
30,train,1,996,1997-04-07,recovery,48
30,train,2,1335,1998-08-11,relapse,48
30,train,3,1378,1998-10-12,recovery,48
30,train,4,1636,1999-10-20,recovery,48
30,train,5,1763,2000-04-24,mixed,48
30,train,6,1889,2000-10-20,mixed,48
30,train,7,1909,2000-11-17,relapse,48
30,train,8,1936,2000-12-28,mixed,48
30,train,9,1981,2001-03-06,relapse,48
30,train,10,2006,2001-04-10,recovery,48
30,train,11,2119,2001-09-26,recovery,48
30,train,12,2309,2002-06-28,relapse,48
30,train,13,2331,2002-07-31,mixed,48
30,train,14,2359,2002-09-10,relapse,48
30,train,15,2383,2002-10-14,mixed,48
30,train,16,2427,2002-12-16,relapse,48
30,train,17,2458,2003-01-31,relapse,48
30,train,18,3602,2007-08-17,recovery,48
30,train,19,3712,2008-01-25,mixed,48
30,train,20,3836,2008-07-23,relapse,48
30,train,21,3880,2008-09-24,relapse,48
30,train,22,3900,2008-10-22,mixed,48
30,train,23,3926,2008-11-28,mixed,48
30,train,24,3947,2008-12-30,relapse,48
30,train,25,3999,2009-03-17,recovery,48
30,train,26,4228,2010-02-11,recovery,48
30,train,27,4301,2010-05-27,mixed,48
30,train,28,4328,2010-07-07,mixed,48
30,train,29,4608,2011-08-15,mixed,48
30,train,30,4628,2011-09-13,recovery,48
30,train,31,4648,2011-10-11,mixed,48
30,train,32,4682,2011-11-29,recovery,48
30,train,33,5625,2015-08-31,mixed,48
30,train,34,5725,2016-01-25,recovery,48
30,train,35,6242,2018-02-12,mixed,48
30,train,36,6277,2018-04-04,mixed,48
30,train,37,6424,2018-10-31,relapse,48
30,train,38,6467,2019-01-04,recovery,48
30,train,39,6774,2020-03-25,mixed,48
30,train,40,6833,2020-06-18,recovery,48
30,train,41,6896,2020-09-17,recovery,48
30,train,42,7263,2022-03-03,mixed,48
30,train,43,7308,2022-05-06,relapse,48
30,train,44,7338,2022-06-21,recovery,48
30,train,45,7392,2022-09-07,relapse,48
30,train,46,7423,2022-10-20,mixed,48
30,train,47,7468,2022-12-23,recovery,48
30,test,48,8047,2025-04-17,recovery,48
